Seccion,Municipio,Nominal_2021,Proyeccion_Nominal_2027,Morena_2021,Oposicion_2021,Participacion_2021_Pct,Votos_Esperados_Totales_2027,Votos_Necesarios_50_Mas_1_2027,Clasificacion,Coordinador_Estatal,Coordinador_Distrital,Coordinador_Municipal,Coordinadores_De_Brigada_Requeridos,Brigadistas_Requeridos,Coordinadores_Seccionales_Requeridos,Protagonistas_Movilizadores_Requeridos,Votos_Nivel_1_Requeridos
171,Nogales,1822,1876,377,433,49.0%,919,460,Competida / Crítica,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,5,46,460
172,Nogales,1045,946,80,108,38.1%,360,181,Competida / Crítica,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,19,181
173,Nogales,727,654,0,0,0.0%,0,1,Competida / Crítica,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,1,1,1
174,Nogales,934,872,164,185,43.1%,376,189,Competida / Crítica,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,19,189
175,Nogales,1657,1528,253,375,42.0%,641,321,Competida / Crítica,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,4,33,321
176,Nogales,827,768,142,152,39.2%,300,151,Competida / Crítica,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,16,151
177,Nogales,447,402,67,85,36.2%,145,73,Competida / Crítica,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,1,8,73
178,Nogales,1160,1044,192,135,31.8%,332,167,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,17,167
179,Nogales,1339,1205,203,155,31.9%,384,193,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,20,193
180,Nogales,2279,2194,370,190,28.9%,634,318,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,4,32,318
181,Nogales,761,684,118,78,30.4%,207,104,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,11,104
182,Nogales,1167,1067,203,167,36.2%,386,194,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,20,194
183,Nogales,925,836,125,194,37.9%,317,159,Competida / Crítica,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,16,159
184,Nogales,1247,1124,150,212,32.5%,365,183,Competida / Crítica,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,19,183
185,Nogales,2049,2329,300,414,40.0%,930,466,Competida / Crítica,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,5,47,466
186,Nogales,798,753,124,99,32.0%,240,121,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,13,121
187,Nogales,2484,2419,502,327,39.7%,960,481,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,5,49,481
188,Nogales,1520,1368,239,228,36.1%,494,248,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,3,25,248
189,Nogales,1026,923,142,142,32.2%,296,149,Competida / Crítica,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,15,149
190,Nogales,633,569,87,148,40.8%,231,116,Competida / Crítica,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,12,116
191,Nogales,1188,1069,178,140,30.6%,327,164,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,17,164
192,Nogales,2709,2438,507,210,30.5%,743,372,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,4,38,372
193,Nogales,1868,1703,270,157,26.0%,443,222,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,3,23,222
194,Nogales,1923,1730,297,159,27.8%,481,241,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,3,25,241
195,Nogales,1045,940,152,135,30.8%,289,145,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,15,145
196,Nogales,1033,929,110,150,28.7%,266,134,Competida / Crítica,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,14,134
197,Nogales,350,315,59,45,35.7%,112,57,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,1,6,57
198,Nogales,1150,1035,154,142,30.5%,315,158,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,16,158
199,Nogales,2088,1879,233,188,25.1%,471,236,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,3,24,236
200,Nogales,1296,1210,197,280,41.7%,505,253,Competida / Crítica,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,3,26,253
201,Nogales,1501,1350,234,194,33.5%,452,227,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,3,23,227
202,Nogales,1275,1147,196,235,39.3%,450,226,Competida / Crítica,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,3,23,226
203,Nogales,649,590,99,100,36.1%,212,107,Competida / Crítica,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,11,107
204,Nogales,1336,1202,207,191,35.2%,422,212,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,3,22,212
205,Nogales,4212,3790,639,380,28.4%,1076,539,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,6,54,539
206,Nogales,3951,4720,482,358,25.3%,1193,597,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,6,60,597
207,Nogales,2833,2879,419,324,31.0%,893,447,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,5,45,447
208,Nogales,1295,1165,189,180,33.0%,384,193,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,20,193
209,Nogales,1511,1380,269,200,36.3%,500,251,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,3,26,251
210,Nogales,1906,1715,361,201,34.2%,586,294,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,3,30,294
211,Nogales,1531,1377,201,212,30.9%,425,213,Competida / Crítica,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,3,22,213
212,Nogales,1365,1283,168,401,45.7%,586,294,Competida / Crítica,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,3,30,294
213,Nogales,1119,1007,183,151,34.0%,342,172,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,18,172
214,Nogales,9469,11009,1648,915,31.3%,3447,1724,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,4,18,173,1724
215,Nogales,2407,2166,411,330,34.7%,752,377,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,4,38,377
216,Nogales,3959,4026,697,756,41.6%,1675,838,Competida / Crítica,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,9,84,838
217,Nogales,13813,13517,2130,1472,29.3%,3965,1983,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,4,20,199,1983
218,Nogales,1918,1977,198,724,51.5%,1017,509,Competida / Crítica,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,6,51,509
219,Nogales,1213,1091,161,107,25.4%,277,139,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,14,139
220,Nogales,2631,2430,427,231,29.3%,712,357,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,4,36,357
221,Nogales,7520,6990,1162,664,30.9%,2161,1081,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,3,11,109,1081
222,Nogales,4991,5704,791,470,28.8%,1644,823,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,9,83,823
223,Nogales,10615,12084,2325,1463,40.4%,4881,2441,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,5,25,245,2441
225,Nogales,1533,1379,300,281,43.1%,594,298,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,3,30,298
226,Nogales,1845,1806,374,274,41.1%,741,371,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,4,38,371
228,Nogales,626,649,134,99,46.0%,298,150,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,15,150
229,Nogales,1243,1227,187,181,38.1%,466,234,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,3,24,234
231,Nogales,1798,1618,288,202,31.1%,503,252,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,3,26,252
232,Oquitoa,444,428,178,187,86.5%,370,186,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal Genérico,Coordinador Municipal Oquitoa,1,1,2,19,186
233,Sahuaripa,1507,1638,418,403,60.1%,984,493,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Sahuaripa,1,1,5,50,493
234,Sahuaripa,655,589,162,203,60.3%,355,178,Competida / Crítica,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Sahuaripa,1,1,2,18,178
235,Sahuaripa,1205,1122,353,318,62.2%,697,349,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Sahuaripa,1,1,4,35,349
236,Sahuaripa,160,157,43,48,66.2%,104,53,Competida / Crítica,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Sahuaripa,1,1,1,6,53
238,Sahuaripa,109,108,63,20,80.7%,87,44,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Sahuaripa,1,1,1,5,44
239,Sahuaripa,130,124,44,41,76.2%,94,48,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Sahuaripa,1,1,1,5,48
240,Sahuaripa,290,304,113,56,71.0%,215,108,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Sahuaripa,1,1,2,11,108
243,Sahuaripa,173,171,52,19,53.2%,90,46,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Sahuaripa,1,1,1,5,46
246,Sahuaripa,237,296,77,39,59.1%,174,88,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Sahuaripa,1,1,1,9,88
247,San Felipe De Jesus,557,581,132,253,85.6%,497,249,Competida / Crítica,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal San Felipe De Jesus,1,1,3,25,249
248,San Javier,654,610,239,202,80.1%,488,245,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal San Javier,1,1,3,25,245
249,San Pedro De La Cueva,1005,904,614,456,116.2%,1050,526,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal Genérico,Coordinador Municipal San Pedro De La Cueva,1,2,6,53,526
251,San Pedro De La Cueva,415,443,151,125,75.4%,334,168,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal Genérico,Coordinador Municipal San Pedro De La Cueva,1,1,2,17,168
252,Santa Ana,665,598,197,181,59.7%,357,179,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Santa Ana,1,1,2,18,179
253,Santa Ana,976,878,214,202,49.6%,435,218,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Santa Ana,1,1,3,22,218
254,Santa Ana,1186,1067,363,253,58.3%,622,312,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Santa Ana,1,1,4,32,312
255,Santa Ana,3225,3454,962,483,52.0%,1795,898,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Santa Ana,1,2,9,90,898
256,Santa Ana,1049,964,240,334,61.2%,589,295,Competida / Crítica,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Santa Ana,1,1,3,30,295
257,Santa Ana,1326,1348,359,298,56.2%,757,379,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Santa Ana,1,1,4,38,379
258,Santa Ana,195,186,68,24,62.6%,116,59,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Santa Ana,1,1,1,6,59
259,Santa Ana,440,396,144,48,50.7%,200,101,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Santa Ana,1,1,2,11,101
260,Santa Ana,712,708,150,127,55.2%,390,196,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Santa Ana,1,1,2,20,196
261,Santa Ana,968,893,261,158,51.4%,459,230,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Santa Ana,1,1,3,23,230
262,Santa Ana,875,879,272,135,52.7%,463,232,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Santa Ana,1,1,3,24,232
263,Santa Ana,1018,930,319,186,55.9%,519,260,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Santa Ana,1,1,3,26,260
264,Santa Cruz,1454,1482,476,243,59.8%,886,444,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Santa Cruz,1,1,5,45,444
265,Saric,1054,948,282,155,64.2%,608,305,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal Genérico,Coordinador Municipal Saric,1,1,4,31,305
266,Saric,794,714,128,34,39.9%,285,143,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal Genérico,Coordinador Municipal Saric,1,1,2,15,143
267,Soyopa,416,374,156,135,81.7%,305,153,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Soyopa,1,1,2,16,153
268,Soyopa,364,357,150,105,80.5%,287,144,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Soyopa,1,1,2,15,144
269,Soyopa,333,353,207,71,91.6%,323,162,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Soyopa,1,1,2,17,162
270,Soyopa,442,408,108,99,53.6%,218,110,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Soyopa,1,1,2,11,110
272,Soyopa,365,362,163,122,86.0%,311,156,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Soyopa,1,1,2,16,156
273,Suaqui Grande,1548,1613,650,572,85.1%,1373,687,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Suaqui Grande,1,2,7,69,687
274,Tepache,744,748,211,238,71.8%,536,269,Competida / Crítica,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Tepache,1,1,3,27,269
275,Tepache,694,635,238,166,71.8%,455,228,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Tepache,1,1,3,23,228
278,Trincheras,1187,1133,278,313,75.6%,856,429,Competida / Crítica,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Trincheras,1,1,5,43,429
279,Trincheras,250,246,65,62,81.2%,199,100,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Trincheras,1,1,1,10,100
281,Tubutama,424,399,142,109,66.3%,264,133,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Tubutama,1,1,2,14,133
283,Tubutama,132,140,47,51,81.8%,114,58,Competida / Crítica,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Tubutama,1,1,1,6,58
284,Tubutama,134,129,73,20,81.3%,104,53,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Tubutama,1,1,1,6,53
285,Tubutama,758,793,284,235,77.7%,616,309,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Tubutama,1,1,4,31,309
286,Villa Hidalgo,590,591,201,135,72.2%,426,214,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Villa Hidalgo,1,1,3,22,214
287,Villa Hidalgo,817,831,281,127,72.6%,603,302,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Villa Hidalgo,1,1,4,31,302
288,Villa Hidalgo,273,272,81,36,71.4%,194,98,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Villa Hidalgo,1,1,1,10,98
289,Villa Pesqueira,1117,1216,587,352,86.6%,1052,527,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Villa Pesqueira,1,2,6,53,527
290,Villa Pesqueira,484,605,255,180,92.4%,558,280,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Villa Pesqueira,1,1,3,28,280
291,Villa Pesqueira,378,407,171,141,85.4%,347,174,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Villa Pesqueira,1,1,2,18,174
292,Caborca,1785,1606,369,212,38.5%,618,310,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal Genérico,Coordinador Municipal Caborca,1,1,4,31,310
293,Caborca,2292,2345,488,288,41.3%,967,484,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal Genérico,Coordinador Municipal Caborca,1,1,5,49,484
